 written on 29Oct2014 at 12:14:23 
          13
         279
    3    2    2    3    2    3    6    2    2    2    1    2    2    1    1
    2    2    1    1    1    2    2    1    1    1    1    2    6    2    2
    2    2    2    6    2    2    3    1    1    1    3    2    1    1    1
    1    2    3    1    1    1    1    1    3    1    1    1    1    1    1
    2    1    1    1    1    1    2    2    1    1    1    1    2    3    2
    3    2    1    2    2    1    1    1    1    2    2    1    1    1    1
    1    2    1    1    1    1    1    1    2    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    2    2    2    3    2
    1    1    2    3    1    1    1    1    1    3    1    1    1    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    3
    1    1    1    1    1    3    2    1    1    2    3    2    2    2    1
    1    1    2    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    2    2
    1    1    1    1    2    2    1    2    3    2    3    2    1    1    1
    1    2    2    1    1    1    1    1    2    1    1    1    1    1    1
    3    1    1    1    1    1    3    2    1    1    1    1    2    3    1
    1    1    3    2    2    6    2    2    2    2    2    6    2    1    1
    1    1    2    2    1    1    1    2    2    1    1    2    2    1    2
    2    2    6    3    2    3    2    2    3
   -4    0    2    1    1    0.000441    0.000000
   -4    0    2    2    1    0.000097    0.000000
   -4    0    2    3    1   -0.000097    0.000000
   -4    0    2    4    1   -0.000000   -0.000000
   -4    0    2    5    1    0.000306    0.000000
   -4    0    2    6    1   -0.000286    0.000000
   -4    0    2    7    1   -0.000286   -0.000000
   -4    0    2    8    1   -0.000074    0.000000
   -4    0    2    9    1   -0.000324   -0.000000
   -4    0    2   10    1    0.000879   -0.000000
   -4    0    2   11    1    0.002555   -0.000000
   -4    0    2   12    1    0.002440    0.000000
   -4    0    2   13    1    0.002297    0.000000
   -4    0    2    1    2    0.000097   -0.000000
   -4    0    2    2    2    0.000140    0.000000
   -4    0    2    3    2    0.000081    0.000000
   -4    0    2    4    2    0.000206    0.000000
   -4    0    2    5    2   -0.000187   -0.000000
   -4    0    2    6    2   -0.000228   -0.000000
   -4    0    2    7    2    0.000253    0.000000
   -4    0    2    8    2    0.000381   -0.000000
   -4    0    2    9    2    0.000049   -0.000000
   -4    0    2   10    2   -0.000257    0.000000
   -4    0    2   11    2   -0.003685   -0.000000
   -4    0    2   12    2   -0.001124    0.000000
   -4    0    2   13    2   -0.004915    0.000000
   -4    0    2    1    3   -0.000097   -0.000000
   -4    0    2    2    3    0.000081   -0.000000
   -4    0    2    3    3    0.000140    0.000000
   -4    0    2    4    3    0.000206   -0.000000
   -4    0    2    5    3    0.000187    0.000000
   -4    0    2    6    3   -0.000253   -0.000000
   -4    0    2    7    3    0.000228   -0.000000
   -4    0    2    8    3   -0.000064   -0.000000
   -4    0    2    9    3    0.000270    0.000000
   -4    0    2   10    3   -0.000154   -0.000000
   -4    0    2   11    3   -0.003659    0.000000
   -4    0    2   12    3    0.003132   -0.000000
   -4    0    2   13    3    0.001176   -0.000000
   -4    0    2    1    4   -0.000000    0.000000
   -4    0    2    2    4    0.000206   -0.000000
   -4    0    2    3    4    0.000206    0.000000
   -4    0    2    4    4   -0.000031    0.000000
   -4    0    2    5    4   -0.000000   -0.000000
   -4    0    2    6    4    0.000037   -0.000000
   -4    0    2    7    4   -0.000037    0.000000
   -4    0    2    8    4    0.000011    0.000000
   -4    0    2    9    4    0.000239   -0.000000
   -4    0    2   10    4    0.000345    0.000000
   -4    0    2   11    4    0.000541    0.000000
   -4    0    2   12    4   -0.002579   -0.000000
   -4    0    2   13    4   -0.004628   -0.000000
   -4    0    2    1    5    0.000306   -0.000000
   -4    0    2    2    5   -0.000187    0.000000
