        0.0000000000        6.8483459105
        0.0067983119        6.8535332849
        0.0135966238        6.8688280698
        0.0203949357        6.8935678836
        0.0271932476        6.9269017374
        0.0339915595        6.9679142299
        0.0407898714        7.0155690060
        0.0475881833        7.0685702106
        0.0543864952        7.1253205486
        0.0611848071        7.1840586059
        0.0679831190        7.2430802677
        0.0747814309        7.3008588311
        0.0815797428        7.3559672440
        0.0883780547        7.4068970505
        0.0951763666        7.4519913820
        0.1019746785        7.4896491770
        0.1087729904        7.5187361329
        0.1155713023        7.5389123379
        0.1223696142        7.5505715477
        0.1291679261        7.5543571232
        0.1291679261        7.5543571232
        0.1359662380        7.5536344589
        0.1427645498        7.5509160908
        0.1495628617        7.5448736946
        0.1563611736        7.5341339867
        0.1631594855        7.5179071638
        0.1699577974        7.4961833638
        0.1767561093        7.4695538165
        0.1835544212        7.4389315417
        0.1903527331        7.4053838549
        0.1971510450        7.3701018229
        0.2039493569        7.3344054471
        0.2107476688        7.2996845803
        0.2175459807        7.2672626894
        0.2243442926        7.2382551160
        0.2311426045        7.2135053435
        0.2379409164        7.1936204425
        0.2447392283        7.1790525233
        0.2515375402        7.1701515606
        0.2583358521        7.1671569060
        0.2583358521        7.1671569060
        0.2679501170        7.1730980232
        0.2775643819        7.1901833786
        0.2871786468        7.2159801481
        0.2967929117        7.2457456314
        0.3064071765        7.2737263092
        0.3160214414        7.2970265677
        0.3256357063        7.3154013279
        0.3352499712        7.3261758429
        0.3448642361        7.3226145927
        0.3544785010        7.2982996151
        0.3640927659        7.2536845313
        0.3737070307        7.1956061868
        0.3833212956        7.1304120626
        0.3929355605        7.0622303983
        0.4025498254        6.9955998493
        0.4121640903        6.9359995347
        0.4217783552        6.8888534574
        0.4313926201        6.8586948876
        0.4410068850        6.8483459105
        0.4410068850        6.8483459105
        0.4478051969        6.8675595509
        0.4546035088        6.9234989589
        0.4614018206        7.0119453700
        0.4682001325        7.1280453235
        0.4749984444        7.2675100826
        0.4817967563        7.4258699490
        0.4885950682        7.5964038058
        0.4953933801        7.7693615172
        0.5021916920        7.7969686587
        0.5089900039        7.8080894682
        0.5157883158        7.8192142914
        0.5225866277        7.8299423559
        0.5293849396        7.8398718345
        0.5361832515        7.8486891619
        0.5429815634        7.8561980607
        0.5497798753        7.8622737067
        0.5565781872        7.8667913769
        0.5633764991        7.8695980798
        0.5701748110        7.8705529992
        0.5701748110        7.8705529992
        0.5769731229        7.8825006112
        0.5837714348        7.9172098560
        0.5905697467        7.9715671663
        0.5973680586        7.9960267203
        0.6041663705        7.9755531018
        0.6109646824        7.9514901791
        0.6177629943        7.9244038656
        0.6245613062        7.8951116455
        0.6313596181        7.8646087906
        0.6381579300        7.8338788944
        0.6449562419        7.8037253541
        0.6517545538        7.7747887906
        0.6585528657        7.7477207721
        0.6653511776        7.7232888808
        0.6721494895        7.7022845323
        0.6789478014        7.6853575815
        0.6857461133        7.6729553397
        0.6925444252        7.6653770059
        0.6993427371        7.6628244432
        0.6993427371        7.6628244432
        0.7061410490        7.6698669186
        0.7129393609        7.6894419129
        0.7197376728        7.7178384179
        0.7265359847        7.7516929889
        0.7333342966        7.7910209166
        0.7401326085        7.8393854994
        0.7469309203        7.8988985503
        0.7537292322        7.9659061342
        0.7605275441        8.0325884565
        0.7673258560        8.0911958759
        0.7741241679        8.1379581543
        0.7809224798        8.1761731449
        0.7877207917        8.2148652966
        0.7945191036        8.2604419860
        0.8013174155        8.3092642341
        0.8081157274        8.3500814272
        0.8149140393        8.3736936498
        0.8217123512        8.3811490924
        0.8285106631        8.3817789995
        0.8285106631        8.3817789995
        0.8381249280        8.3804286246
        0.8477391929        8.3660169312
        0.8573534578        8.3279915650
        0.8669677227        8.2764556568
        0.8765819876        8.2304876485
        0.8861962524        8.1976951169
        0.8958105173        8.1717691695
        0.9054247822        8.1463833274
        0.9150390471        8.1219256164
        0.9246533120        8.1001833866
        0.9342675769        8.0814421472
        0.9438818418        8.0665431159
        0.9534961066        8.0562780533
        0.9631103715        8.0491949822
        0.9727246364        8.0430170288
